No;EXPEDIENTE;CODIGO OSINERGMIN;REGISTRO;RUC;RAZON SOCIAL;DIRECCION OPERATIVA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO DE ESTABLECIMIENTO;TANQUE 1;TANQUE 2;TANQUE 3;TANQUE 4;TANQUE 5;TANQUE 6;TANQUE 7;TANQUE 8;TANQUE 9;TANQUE 10;CAP.TOTAL CL (gln);FEC. EMISION;TÉRMINO DE VIGENCIA;REPRESENTANTE;GLP EN CILINDROS (kg)
52;201800165796;138985;138985-050-231018;10462910741;YONY BEDRILLANA QUISPE;CARRETERA AYACUCHO-SECCELAMBRAS (ALTURA KM. 40);AYACUCHO;HUAMANGA;ACOCRO;ESTACIONES DE SERVICIOS;C1:5360:Diesel B5 S-50;C1:4000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;9360.0;23/10/2018;INDEFINIDO;YONY BEDRILLANA QUISPE;0
53;201800073962;7043;7043-050-070518;10199309825;LUCIO ARTURO CARRION CARRERA;AV. LAS AMERICAS N° 2850;JUNIN;HUANCAYO;PILCOMAYO;ESTACIONES DE SERVICIOS;C1:10000:GASOHOL 95 PLUS;C1:10000:Diesel B5 S-50;C1:10000:Diesel B5 S-50;C1:10000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;40000.0;07/05/2018;INDEFINIDO;LUCIO ARTURO CARRION CARRERA;0
54;202100193458;147933;147933-050-030921;20448092900;ETRACONSAN S.A.;ESQUINA JR. ARENALES, JR. SANTA CRUZ Y AV. CIRCUNVALACION S/N;PUNO;SAN ANTONIO DE PUTINA;ANANEA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:9220:Diesel B5 S-50;C1:9220:Diesel B5 S-50;C1:3951:GASOHOL 95 PLUS;C1:3951:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;26342.0;03/09/2021;INDEFINIDO;PORTILLO MAMANI MOISES SALVADOR;0
55;201900107821;32640;32640-050-080719;20530745024;SERVICENTRO HUALLANCA S.R.L.;AV. AREQUIPA S/N;ANCASH;BOLOGNESI;HUALLANCA;ESTACIONES DE SERVICIOS;C1:2500:GASOHOL 95 PLUS C2:2500:GASOHOL 90 PLUS;C1:6000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;11000.0;08/07/2019;INDEFINIDO;JUAN EDGARDO MATOS VALVERDE;0
56;202300086970;19898;19898-050-250423;10200257630;MAXIMILIANO JOAQUIN ATAO CAJA;AV. JUAN SANTOS ATAHUALPA S/N KM. 93, SECTOR HUACARA;JUNIN;CHANCHAMAYO;SAN RAMON;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3065:Diesel B5 S-50;C1:2000:GASOHOL PREMIUM C2:1650:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;6715.0;25/04/2023;INDEFINIDO;MAXIMILIANO JOAQUIN ATAO CAJA;720
57;202000104363;150597;150597-050-170820;20603611030;MULTISERVICIOS FLARMIA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;AV. CIRCUNVALACION N° 1899 ESQUINA CON JR. CARACOTO - URB. SELVA ALEGRE;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50;C1:2500:GASOHOL 84 PLUS;C1:2500:GASOHOL 90 PLUS;C1:2500:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;12500.0;17/08/2020;INDEFINIDO;LUZ MERY CALSIN QUISPE;0
58;202100061663;8911;8911-050-250521;20542902338;EMPRESA DE TRANSPORTES DE RESIDUOS SOLIDOS GAMEZ E.I.R.L.;AV. LAMBAYEQUE / CALLE SAN FERNANDO Nº 299 P.J. SANTA ANA;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4580:Diesel B5 S-50;C1:1756:Diesel B5 S-50;C1:2820:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;9156.0;25/05/2021;INDEFINIDO;ELMER MARIEL LLAMO VASQUEZ;0
59;202200256887;62603;62603-050-181222;20607978868;ESTACION DE SERVICIO CASTRO S.R.L.;CARRETERA NAZCA PUQUIO KM 2.5;ICA;NAZCA;NAZCA;ESTACIONES DE SERVICIOS;C1:2900:Diesel B5 S-50;C1:2900:GASOHOL 90 PLUS;C1:1450:GASOHOL 95 PLUS;C1:3650:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;10900.0;18/12/2022;INDEFINIDO;LIZARDO GIAMPIER HUARCAYA ACOSTA;0
60;202300259671;157873;157873-050-241023;10800352211;ENRIQUEZ HUACAÑA ESTHER;CARRETERA SAN ANTONIO - KINTIPIRI;AYACUCHO;LA MAR;ANCO;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50;C1:8000:GASOHOL REGULAR;C1:4000:GASOHOL 84 PLUS C2:4000:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;nan;24000.0;24/10/2023;24/10/2024;ESTHER ENRIQUEZ HUACAÑA;0
61;202300212194;7373;7373-050-160923;10192397249;RUBE ALBERTO BALAREZO BALAREZO;AV. PACASMAYO S/N KM. 690 CARRETERA PANAMERICANA NORTE;LA LIBERTAD;PACASMAYO;GUADALUPE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOHOL PREMIUM;C1:5000:GASOHOL REGULAR;C1:3000:Diesel B5 S-50;C1:5000:Diesel B5 S-50;C1:1700:Diesel B5 S-50;nan;nan;nan;nan;nan;17700.0;16/09/2023;INDEFINIDO;RUBE ALBERTO BALAREZO BALAREZO;0
62;201500037184;43627;43627-050-170615;20557125737;GRIFOS SOYUZ S.A.;AV. MEXICO N° 333;LIMA;LIMA;LA VICTORIA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4000:GASOHOL 95 PLUS;C1:4000:GASOHOL 90 PLUS C2:4000:GASOHOL 97 PLUS;C1:15000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;27000.0;10/04/2015;INDEFINIDO;LUIS ENRIQUE FLORES FERNANDEZ;0
63;202300155260;166827;166827-050-240723;20115915828;ESTACION DE SERVICIO NEVADO S.R.L.;CARRETERA LA OBRILLA, PARCELA 124895 Y 124896  CASERÍO SAN VICENTE;PIURA;PIURA;CASTILLA;ESTACIONES DE SERVICIOS;C1:5200:Diesel B5 S-50;C1:5000:Diesel B5 S-50;C1:5200:Diesel B5 S-50;C1:5200:GASOHOL REGULAR;C1:3000:GASOHOL 84 PLUS;C1:2000:GASOHOL PREMIUM;nan;nan;nan;nan;25600.0;24/07/2023;INDEFINIDO;JAMES JACK ECHEVARRIA NEYRA;0
64;201700172575;18790;18790-050-161017;20558258404;SERVICENTRO LADI E.I.R.L.;PANAMERICANA SUR KM. 931.5;AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6000:GASOHOL 95 PLUS;C1:2000:SIN PRODUCTO;C1:2000:SIN PRODUCTO;C1:6000:Diesel B5 S-50;C1:6000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;22000.0;16/10/2017;INDEFINIDO;ELISA ELSA CARDENAS TAMO;0
65;201600034976;89004;89004-050-140316;20600716833;TPA SERVICENTRO S.R.L.;KM 1204 CARRETERA PANAMERICANA SUR SECTOR ALTO CAMIARA;TACNA;JORGE BASADRE;ITE;ESTACIONES DE SERVICIOS;C1:3300:GASOHOL 90 PLUS;C1:2000:GASOHOL 95 PLUS;C1:7250:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;12550.0;14/03/2016;INDEFINIDO;TEODORA PUMA ALLASE;0
66;202300265861;120331;120331-050-271023;20601052980;PETROSERVICIOS & CONSTRUCTORA RAMIREZ S.R.L.;CARRETERA CENTRAL HUARAZ  CARAZ S/N SECTOR CARIAN;ANCASH;CARHUAZ;YUNGAR;ESTACIONES DE SERVICIOS;C1:3202:Diesel B5 S-50;C1:2045:GASOHOL REGULAR;C1:2216:GASOHOL PREMIUM;C1:1672:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;9135.0;27/10/2023;INDEFINIDO;FELIX VICENTE RAMIREZ OBREGON;0
67;201700220526;14534;14534-050-271217;20281453492;GRIFO JOSE OLAYA E.I.R.L.;AV. JOSÉ OLAYA Nº 548;JUNIN;HUANCAYO;HUANCAYO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOHOL 95 PLUS;C1:7900:Diesel B5 S-50;C1:5150:GASOHOL 90 PLUS;C1:4160:GASOHOL 98 PLUS;C1:4160:SIN PRODUCTO;nan;nan;nan;nan;nan;24370.0;27/12/2017;INDEFINIDO;PEPE JUAN CHUQUILLANQUI ALIAGA;0
68;202000108330;18709;18709-050-210820;20378937061;NEGOCIACIONES J.C.A. S.R.L.;AV. NICOLAS DE PIEROLA ESQ. CON CALLE 20, MZ. K, LOTE 8, COOPERATIVA DE VIVIENDA MANYLSA LTDA. N° 476;LIMA;LIMA;ATE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50;C1:2000:GASOHOL 90 PLUS;C1:1000:GASOHOL 95 PLUS;C1:1000:GASOHOL 98 PLUS;nan;nan;nan;nan;nan;nan;9000.0;21/08/2020;INDEFINIDO;CALIXTO MANUEL SALINAS IPARRAGUIRRE;0
69;201800145683;9070;9070-050-060918;20600716833;TPA SERVICENTRO S.R.L.;CARRETERA COSTANERA AL SUR, MANZANA D3 LOTE 23;MOQUEGUA;ILO;ILO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3800:GASOHOL 95 PLUS;C1:5400:GASOHOL 90 PLUS;C1:5400:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;14600.0;06/09/2018;INDEFINIDO;GEORGE STOP SANCHEZ HENRIQUEZ;0
70;1550644;8956;0013-GRIF-11-2002;20310552021;ESTACION DE SERVICIO SAN CRISTOBAL S.A.C;PANAMERICANA SUR KM. 193;ICA;CHINCHA;GROCIO PRADO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOLINA 95;C1:3000:GASOLINA 90;C1:6000:GASOLINA 84;C1:6000:DIESEL 2;nan;nan;nan;nan;nan;nan;18000.0;20/07/2005;INDEFINIDO;NUÑEZ PATIÑO, JEANNE YUL;0
71;201900206836;18295;18295-050-080222;20601659671;SERVICENTRO TRES ESTRELLAS S.A.C.;VIA CUSCO - URCOS KM. 39;CUSCO;QUISPICANCHI;HUARO;ESTACIONES DE SERVICIOS;C1:10590:Diesel B5 S-50;C1:3990:GASOHOL 90 PLUS;C1:2665:GASOHOL 95 PLUS;C1:10626:Diesel B5 S-50;C1:10626:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;38497.0;04/02/2022;INDEFINIDO;MAMANI QUISPE MARTHA;0
72;202000060712;82358;82358-050-290520;20566149401;ESTACIONES DEL NORTE S.A.C.;AV. GRAU S/N PANAMERICANA NORTE KM. 1168 BARRIO LETICIA;PIURA;TALARA;MANCORA;ESTACIONES DE SERVICIOS;C1:1500:GASOHOL 90 PLUS C2:1000:GASOHOL 95 PLUS;C1:2500:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;5000.0;29/05/2020;INDEFINIDO;MARCELO LOAYZA VICENTE ENRIQUE;0
73;202300085896;120502;120502-050-200623;20516797763;RENSO & RUTH INVERSIONES ASOCIADAS S.A.C.;ANTIGUA PANAMERICANA SUR PARCELA UC 02547-A;LIMA;CAÑETE;MALA;ESTACIONES DE SERVICIOS;C1:2319.9:Diesel B5 S-50;C1:1159.9:GASOHOL REGULAR C2:1159.9:GASOHOL PREMIUM;C1:800:Diesel B5 S-50 C2:800:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;6239.7;20/06/2023;INDEFINIDO;RENSO SILES JANEIRO;480
74;202200075511;162517;162517-050-060822;20600166621;ESTACION DE SERVICIOS RURAL ALIANZA SOCIEDAD ANONIMA CERRADA;CARRETERA INTEROCEANICA SUR KM. 186+618;PUNO;CARABAYA;MACUSANI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:8000:Diesel B5 S-50;C1:6000:GASOHOL 84 PLUS;C1:3147:GASOHOL 95 PLUS;C1:5000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;22147.0;06/08/2022;INDEFINIDO;GREGORIO MILTON ARIEL MAMANI FRISANCHO;0
75;201900199262;115600;115600-050-021219;20572216315;INVERSIONES Y SERVICIOS PETROMAX E.I.R.L.;ESQ. DE LA AVENIDA LEONCIO PRADO N° 1008 CON JR. ALFONSO UGARTE N° 256;SAN MARTIN;TOCACHE;UCHIZA;ESTACIONES DE SERVICIOS;C1:2000:GASOLINA 95 C2:3000:GASOLINA 90;C1:2000:GASOLINA 90 C2:4000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;11000.0;02/12/2019;INDEFINIDO;SANTOS CELIA SANCHEZ VARAS;720
76;202300259638;99480;99480-050-171023;20487979113;ESTACION DE SERVICIOS VALLEJOS E.I.R.L.;ANTOLIN FLORES Nº 186 - SECTOR PUENTE DE TABLA;LAMBAYEQUE;LAMBAYEQUE;JAYANCA;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50;C1:3000:GASOHOL REGULAR;C1:2000:GASOHOL PREMIUM;nan;nan;nan;nan;nan;nan;nan;10000.0;17/10/2023;INDEFINIDO;WALTER DANIEL VALLEJOS PACHECO;0
77;202000086842;109668;109668-050-210720;10432793961;BUSTAMANTE VALLEJOS MIGUEL ANGEL;KM. 14 CARRETERA PÍTIPO-BATANGRANDE-CASERÍO LOS AGUILARES;LAMBAYEQUE;FERREÑAFE;PITIPO;ESTACIONES DE SERVICIOS;C1:2287:Diesel B5 S-50;C1:1143:GASOHOL 84 PLUS;C1:1143:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;4573.0;21/07/2020;INDEFINIDO;BUSTAMANTE VALLEJOS MIGUEL ANGEL;0
78;201800113715;7352;7352-050-180718;20603157941;CIA. HEROS E.I.R.L.;AV. ARANCOTA N° 100-104-106;AREQUIPA;AREQUIPA;SACHACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4250:Diesel B5 S-50;C1:2750:GASOHOL 90 PLUS;C1:2750:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;nan;9750.0;18/07/2018;INDEFINIDO;HERNANI CUSI JUSTO GERMAN;0
79;202300233715;105008;105008-050-161023;20495162827;EMPRESA INGRITH YHOSARA Y MULTISERVICIOS E.I.R.L.;AV. PALMAPAMPA MZ. A LOTES 4, 5 Y 6 (ANTES CALLE 2);AYACUCHO;LA MAR;SANTA ROSA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50;C1:3000:GASOHOL REGULAR C2:2000:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;10000.0;16/10/2023;16/10/2024;PEPE ESPINOZA OLIVERA;0
80;202200108308;18425;18425-050-140622;20609328674;GRIFO LINO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - GRIFO LINO S.R.L.;AV. ANDRES AVELINO CACERES S/N, ESQUINA CALLE C;MOQUEGUA;ILO;PACOCHA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5093:Diesel B5 S-50;C1:3340:GASOHOL 90 PLUS;C1:2215:GASOHOL 95 PLUS;C1:3340:GASOHOL 97 PLUS;C1:2224:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;16212.0;14/06/2022;INDEFINIDO;ELARD RODRIGO SAAVEDRA BARRIGA;0
81;201900180348;16702;16702-050-040220;20536210238;GRUPO RANESI S.A.C.;AV. CIRCUNVALACION LT. 34 ASOCIACION DIGNIDAD NACIONAL HUACHIPA - SANTA MARIA DE HUACHIPA;LIMA;LIMA;LURIGANCHO;ESTACIONES DE SERVICIOS;C1:3000:SIN PRODUCTO;C1:3000:GASOHOL 95 PLUS;C1:4000:Diesel B5 S-50 C2:2500:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;12500.0;04/02/2020;INDEFINIDO;PATRICIA CECILIA ALIAGA ANCIETA;0
82;202000014430;109510;109510-050-290120;20605782001;SERVICENTRO CURIMANA S.R.L.;AV. CURIMANA ESQ. JR. DOS DE MAYO MZ. 49 LT. 10;UCAYALI;PADRE ABAD;CURIMANA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2500:DIESEL B5;C1:2500:GASOLINA 90;nan;nan;nan;nan;nan;nan;nan;nan;5000.0;29/01/2020;INDEFINIDO;LESLY LINDA VASQUEZ MEZA;480
83;202000134048;41562;41562-050-071020;20605869328;PETROLEMP GROUP S.A.C.;JR. CUSCO MZ. E-8 LOTE 14 A1, TABLADA DE LURIN;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50;C1:3000:GASOHOL 95 PLUS C2:2000:GASOHOL 90 PLUS;C1:2500:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;nan;12500.0;07/10/2020;INDEFINIDO;LUIS ENRIQUE MENDOZA PECEROS;0
84;202200068195;9273;9273-050-290522;20603782250;EL OLAM COMPAÑÍA OPERADORA DE SERVICIOS MÚLTIPLES S.A.C.;AV. MANUEL ODRIA N° 1848;JUNIN;TARMA;TARMA;ESTACIONES DE SERVICIOS;C1:7000:GASOHOL 95 PLUS;C1:7000:Diesel B5 S-50;C1:7000:GASOHOL 90 PLUS;C1:7000:Diesel B5 S-50;C1:7000:SIN PRODUCTO;nan;nan;nan;nan;nan;35000.0;29/05/2022;INDEFINIDO;JULCARIMA VENTOCILLA ALEX ANGEL;720
85;201900006590;21014;21014-050-130119;20600461231;SERVICENTRO ERICK S.R.L.;INTERSECCION AV. BUENAVENTURA CON CALLE AREQUIPA;AREQUIPA;CASTILLA;ORCOPAMPA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:8000:Diesel B5 S-50;C1:5000:GASOHOL 95 PLUS;C1:3000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;16000.0;13/01/2019;INDEFINIDO;EVANGELINA CHOQUE MAYTA;0
86;202000060701;93425;93425-050-300520;20605955704;PETRO LAS LOMAS S.A.C.;AV. BELLAVISTA S/N A.H. JUAN VELASCO ALVARADO;PIURA;PIURA;LAS LOMAS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50;C1:3000:GASOHOL 84 PLUS C2:2000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;10000.0;30/05/2020;INDEFINIDO;MARCELO LOAYZA VICENTE ENRIQUE;720
87;202100159079;21059;21059-050-210721;20573848161;PETRO GAS TORRES E.I.R.L.;CARRETERA MARGINAL KM. 3.5 - SECTOR RIO ALBERTA;JUNIN;SATIPO;RIO NEGRO;ESTACIONES DE SERVICIOS;C1:3380:Diesel B5 S-50 C2:1685:GASOHOL 90 PLUS C3:555:GASOHOL 97 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;nan;5620.0;21/07/2021;INDEFINIDO;SILVANO ROSENDO TORRES REYES;720
88;201800131720;125017;125017-050-280818;20494965080;ESTACIÓN EVICO E.I.R.L.;CARRETERA AYACUCHO - VISCHONGO (ALTURA KM 08) C.P. SAN ANTONIO MANALLASACC;AYACUCHO;HUAMANGA;AYACUCHO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6300:Diesel B5 S-50;C1:3000:GASOHOL 90 PLUS C2:1500:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;10800.0;28/08/2018;INDEFINIDO;HUGO AUQUI SALVATIERRA;0
89;201400087281;21490;21490-050-160714;20448644520;SERVICENTRO ORO NEGRO S.R.L.;URB PARQUE INDUSTRIAL TAPARACHI MZ C LOTE 18 SUB LOTE B;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:7500:Diesel B5 S-50;C1:5800:GASOHOL 84 PLUS;C1:3700:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;17000.0;16/07/2014;INDEFINIDO;JHON CHARLES BACA ORTEGA;0
90;201300038497;9100;9100-050-040313;10250104087;CIRILA VARGAS CARDENAS;AV. DOS DE MAYO ESQUINA CON JR. MANU;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:7000:GASOLINA 84;C1:7000:Diesel B5 S-50;C1:3500:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;17500.0;04/03/2013;INDEFINIDO;CIRILA VARGAS CARDENAS;0
91;202000056595;120149;120149-050-180520;20601162289;GRIFO PAKAY S.R.L.;CALLE UNION S/N;PIURA;AYABACA;PACAIPAMPA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2000:Diesel B5 S-50;C1:1300:Diesel B5 S-50;C1:1300:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;4600.0;18/05/2020;INDEFINIDO;DIOMENES SOTO LOPEZ;0
92;202000056594;18347;18347-050-140520;20399491488;ESTACION DE SERVICIOS CIENEGUILLO S.R.L.;VIA PERIFERICA SUR KM. 03 CARRETERA SULLANA - TAMBOGRANDE;PIURA;SULLANA;SULLANA;ESTACIONES DE SERVICIOS;C1:6600:GASOHOL 84 PLUS;C1:4500:GASOHOL 90 PLUS;C1:2500:GASOHOL 95 PLUS;C1:5300:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;18900.0;14/05/2020;INDEFINIDO;RODRIGUEZ PINGO MARIANELA DOLORES;0
93;1546766;16643;0020-EESS-15-2003;20414668713;ESTACION DE SERVICIOS AVIACION S.A.C.;INTERSECCION DE LA AV. SAN BORJA NORTE Y LA AV. AVIACION N° 2680;LIMA;LIMA;SAN BORJA;ESTACIONES DE SERVICIOS;C1:5000:GASOLINA 95;C1:5000:DIESEL 2;C1:5000:GASOLINA 97;C1:5000:GASOLINA 90;nan;nan;nan;nan;nan;nan;20000.0;02/08/2005;INDEFINIDO;YAGI YAGI, ROSSANA KEIKO;0
94;202300116735;14567;14567-050-160523;20175642341;ESTACION DE SERVICIOS SAN JOSE S.A.C.;CARRETERA PANAMERICANANORTE KM. 783 - MOCCE;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50;C1:8000:Diesel B5 S-50;C1:3000:GASOHOL PREMIUM;C1:3000:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;22000.0;16/05/2023;INDEFINIDO;GUNTER MARTÍN CASTILLO GALLO;0
95;202200147382;33542;33542-050-220922;20498047174;A Y L S.R.L.;ASOCIACIÓN DE VIVIENDA VILLA EL PARAISO, MZ G-1, LOTES Nº 01, 17 Y 18;AREQUIPA;AREQUIPA;CERRO COLORADO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOHOL 95 PLUS;C1:6000:Diesel B5 S-50;C1:3000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;12000.0;22/09/2022;INDEFINIDO;JAVIER CENTENO VELASQUEZ;0
96;201900147295;19992;19992-050-240919;20602652565;MAHANAIM GENERAL VIDAL S.A.C.;JR. GENERAL VIDAL N° 895. LOTE 2. MZ. 6E - PUEBLO JOVEN SAN FRANCISCO DE LA TABLADA DE LURÍN - SECTOR PRIMERO;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2000:Diesel B5 S-50 C2:2000:GASOHOL 90 PLUS C3:2000:SIN PRODUCTO;C1:6000:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;nan;nan;12000.0;24/09/2019;INDEFINIDO;ELARD ESPINOZA ORIHUELA;0
97;202000184747;37830;37830-050-111220;20514636843;ESTACION DE SERVICIOS PETRO WORLD S.A.C.;AV. ARGENTINA N° 1542 - URB. GENERALISIMO SAN MARTIN;AREQUIPA;AREQUIPA;MARIANO MELGAR;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3600:Diesel B5 S-50;C1:2600:GASOHOL 95 PLUS;C1:1600:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;7800.0;11/12/2020;INDEFINIDO;LUIS ALCIDES GALVEZ GUTIERREZ;0
98;202000133763;8596;8596-050-041020;20231217356;REPRESENTACIONES Y SERVICIOS SAN JORGE S.R.L.;AV. TUPAC AMARU CUADRA 15 URB. MOCHICA;LA LIBERTAD;TRUJILLO;TRUJILLO;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50;C1:4500:GASOHOL 90 PLUS;C1:8000:GASOHOL 95 PLUS;C1:8000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;28500.0;04/10/2020;INDEFINIDO;ORESTES ANTICONA VALVERDE;0
99;202200096080;61570;61570-050-080622;20517895718;CONSORCIO PETRO CENTRAL S.A.C.;AV. NICOLAS AYLLON S/N CARRETERA CENTRAL KM. 13 C.P. SAN JUAN DE PARIACHI;LIMA;LIMA;ATE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2689:GASOHOL 95 PLUS C2:2689:GASOHOL 90 PLUS C3:1339:Diesel B5 S-50;C1:6696:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;13413.0;08/06/2022;INDEFINIDO;JAIME RUBEN CAPCHA IPARRAGUIRRE;0
100;202300063430;42250;42250-050-260423;20440447814;INVERSIONES GRAN CHIMU S.A.C;CARRETERA PANAMERICANA NORTE KM. 496 SECTOR JUAN VELASCO ALVARADO DE LA VILLA DE CHAO;LA LIBERTAD;VIRU;CHAO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5059:Diesel B5 S-50;C1:2028:Diesel B5 S-50;C1:3035:GASOHOL REGULAR C2:2023:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;12145.0;26/04/2023;INDEFINIDO;VERONIKA DZIDO MARINOVICH;0
101;202200059908;111758;111758-050-180422;20604591831;GRIFOS YEFREE EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;CARRETERA PANAMERICANA JULIACA-CUSCO KM. 1290+940;PUNO;LAMPA;CALAPUJA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4000:Diesel B5 S-50;C1:4000:Diesel B5 S-50;C1:3146:GASOHOL 90 PLUS;C1:2247:GASOHOL 95 PLUS;C1:2500:GASOHOL 84 PLUS;C1:5000:GASOHOL 90 PLUS;C1:10000:Diesel B5 S-50;nan;nan;nan;30893.0;18/04/2022;INDEFINIDO;YESICA IDALIA TAIPE OCHOCHOQUE;0
102;202000110174;122653;122653-050-170920;20601329060;ESTACION DE SERVICIOS HNOS ARGANDOÑA S.C.R.L.;CASERIO SANTA CRUZ DE MATICHICO ALTURA DEL KM. 377 DE LA CARRETERA CENTRAL LIMA-HUANUCO;HUANUCO;AMBO;AMBO;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50 C2:3000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;nan;9000.0;17/09/2020;INDEFINIDO;ISIDRO BELMONT ARGANDOÑA HUAMAN;0
